WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
# JMH version: 1.19
# VM version: JDK 11.0.5, VM 11.0.5+10-b520.30
# VM invoker: C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\jbr\bin\java.exe
# VM options: -javaagent:C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\lib\idea_rt.jar=52662:C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\bin -Dfile.encoding=UTF-8
# Warmup: 3 iterations, 1 s each
# Measurement: 5 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: simple.Main.measureName
# Parameters: (count = 4, maxQueries = 1000)

# Run progress: 0,00% complete, ETA 00:10:24
# Fork: 1 of 1
# Warmup Iteration   1: 


Count of Edges = 6 , Packets = 2000, nanotimes = 26544


Count of Edges = 6 , Packets = 2000, nanotimes = 27599


Count of Edges = 6 , Packets = 2000, nanotimes = 25797


Count of Edges = 6 , Packets = 2000, nanotimes = 23093


Count of Edges = 6 , Packets = 2000, nanotimes = 26103


Count of Edges = 6 , Packets = 2000, nanotimes = 23191


Count of Edges = 6 , Packets = 2000, nanotimes = 23591


Count of Edges = 6 , Packets = 2000, nanotimes = 26138


Count of Edges = 6 , Packets = 2000, nanotimes = 20852


Count of Edges = 6 , Packets = 2000, nanotimes = 20432


Count of Edges = 6 , Packets = 2000, nanotimes = 22029


Count of Edges = 6 , Packets = 2000, nanotimes = 22604


Count of Edges = 6 , Packets = 2000, nanotimes = 21554


Count of Edges = 6 , Packets = 2000, nanotimes = 22294


Count of Edges = 6 , Packets = 2000, nanotimes = 21326


Count of Edges = 6 , Packets = 2000, nanotimes = 22072


Count of Edges = 6 , Packets = 2000, nanotimes = 23799


Count of Edges = 6 , Packets = 2000, nanotimes = 24891


Count of Edges = 6 , Packets = 2000, nanotimes = 24477


Count of Edges = 6 , Packets = 2000, nanotimes = 24886


Count of Edges = 6 , Packets = 2000, nanotimes = 23233


Count of Edges = 6 , Packets = 2000, nanotimes = 25018


Count of Edges = 6 , Packets = 2000, nanotimes = 24154


Count of Edges = 6 , Packets = 2000, nanotimes = 25856


Count of Edges = 6 , Packets = 2000, nanotimes = 24183


Count of Edges = 6 , Packets = 2000, nanotimes = 23047


Count of Edges = 6 , Packets = 2000, nanotimes = 22969


Count of Edges = 6 , Packets = 2000, nanotimes = 23262


Count of Edges = 6 , Packets = 2000, nanotimes = 21601


Count of Edges = 6 , Packets = 2000, nanotimes = 23745


Count of Edges = 6 , Packets = 2000, nanotimes = 21456


Count of Edges = 6 , Packets = 2000, nanotimes = 23360


Count of Edges = 6 , Packets = 2000, nanotimes = 22839


Count of Edges = 6 , Packets = 2000, nanotimes = 25934


Count of Edges = 6 , Packets = 2000, nanotimes = 25069


Count of Edges = 6 , Packets = 2000, nanotimes = 25957


Count of Edges = 6 , Packets = 2000, nanotimes = 24786


Count of Edges = 6 , Packets = 2000, nanotimes = 24110

0,012 s/op
Iteration   5: 
Count of Edges = 6 , Packets = 2000, nanotimes = 25393


Count of Edges = 6 , Packets = 2000, nanotimes = 24774


Count of Edges = 6 , Packets = 2000, nanotimes = 21760


Count of Edges = 6 , Packets = 2000, nanotimes = 21822


Count of Edges = 6 , Packets = 2000, nanotimes = 22143


Count of Edges = 6 , Packets = 2000, nanotimes = 22469


Count of Edges = 6 , Packets = 2000, nanotimes = 21745


Count of Edges = 6 , Packets = 2000, nanotimes = 21309


Count of Edges = 6 , Packets = 2000, nanotimes = 22574


Count of Edges = 6 , Packets = 2000, nanotimes = 22601


Count of Edges = 6 , Packets = 2000, nanotimes = 21120


Count of Edges = 6 , Packets = 2000, nanotimes = 23059


Count of Edges = 6 , Packets = 2000, nanotimes = 21803


Count of Edges = 6 , Packets = 2000, nanotimes = 20519


Count of Edges = 6 , Packets = 2000, nanotimes = 21398


Count of Edges = 6 , Packets = 2000, nanotimes = 20957


Count of Edges = 6 , Packets = 2000, nanotimes = 21529


Count of Edges = 6 , Packets = 2000, nanotimes = 22910


Count of Edges = 6 , Packets = 2000, nanotimes = 24904


Count of Edges = 6 , Packets = 2000, nanotimes = 24159


Count of Edges = 6 , Packets = 2000, nanotimes = 21455


Count of Edges = 6 , Packets = 2000, nanotimes = 24352


Count of Edges = 6 , Packets = 2000, nanotimes = 24972


Count of Edges = 6 , Packets = 2000, nanotimes = 23112


Count of Edges = 6 , Packets = 2000, nanotimes = 24003


Count of Edges = 6 , Packets = 2000, nanotimes = 24542


Count of Edges = 6 , Packets = 2000, nanotimes = 21942


Count of Edges = 6 , Packets = 2000, nanotimes = 23941


Count of Edges = 6 , Packets = 2000, nanotimes = 22756


Count of Edges = 6 , Packets = 2000, nanotimes = 23079


Count of Edges = 6 , Packets = 2000, nanotimes = 21255


Count of Edges = 6 , Packets = 2000, nanotimes = 22443


Count of Edges = 6 , Packets = 2000, nanotimes = 24892


Count of Edges = 6 , Packets = 2000, nanotimes = 25249


Count of Edges = 6 , Packets = 2000, nanotimes = 22634


Count of Edges = 6 , Packets = 2000, nanotimes = 32965


Count of Edges = 6 , Packets = 2000, nanotimes = 24098


Count of Edges = 6 , Packets = 2000, nanotimes = 26055


Count of Edges = 6 , Packets = 2000, nanotimes = 26997


Count of Edges = 6 , Packets = 2000, nanotimes = 23608


Count of Edges = 6 , Packets = 2000, nanotimes = 24593


Count of Edges = 6 , Packets = 2000, nanotimes = 22346


Count of Edges = 6 , Packets = 2000, nanotimes = 26177


Count of Edges = 6 , Packets = 2000, nanotimes = 24651


Count of Edges = 6 , Packets = 2000, nanotimes = 22994


Count of Edges = 6 , Packets = 2000, nanotimes = 23465


Count of Edges = 6 , Packets = 2000, nanotimes = 24431


Count of Edges = 6 , Packets = 2000, nanotimes = 25428


Count of Edges = 6 , Packets = 2000, nanotimes = 23861


Count of Edges = 6 , Packets = 2000, nanotimes = 26015


Count of Edges = 6 , Packets = 2000, nanotimes = 22289


Count of Edges = 6 , Packets = 2000, nanotimes = 22475


Count of Edges = 6 , Packets = 2000, nanotimes = 22635


Count of Edges = 6 , Packets = 2000, nanotimes = 22338


Count of Edges = 6 , Packets = 2000, nanotimes = 25135


Count of Edges = 6 , Packets = 2000, nanotimes = 23850


Count of Edges = 6 , Packets = 2000, nanotimes = 21276


Count of Edges = 6 , Packets = 2000, nanotimes = 24132


Count of Edges = 6 , Packets = 2000, nanotimes = 20819


Count of Edges = 6 , Packets = 2000, nanotimes = 21339


Count of Edges = 6 , Packets = 2000, nanotimes = 22407


Count of Edges = 6 , Packets = 2000, nanotimes = 19141


Count of Edges = 6 , Packets = 2000, nanotimes = 21503


Count of Edges = 6 , Packets = 2000, nanotimes = 23162


Count of Edges = 6 , Packets = 2000, nanotimes = 22425


Count of Edges = 6 , Packets = 2000, nanotimes = 21630


Count of Edges = 6 , Packets = 2000, nanotimes = 23550


Count of Edges = 6 , Packets = 2000, nanotimes = 22227


Count of Edges = 6 , Packets = 2000, nanotimes = 20920


Count of Edges = 6 , Packets = 2000, nanotimes = 22075


Count of Edges = 6 , Packets = 2000, nanotimes = 22672


Count of Edges = 6 , Packets = 2000, nanotimes = 20300


Count of Edges = 6 , Packets = 2000, nanotimes = 21285


Count of Edges = 6 , Packets = 2000, nanotimes = 25815


Count of Edges = 6 , Packets = 2000, nanotimes = 22399


Count of Edges = 6 , Packets = 2000, nanotimes = 23640


Count of Edges = 6 , Packets = 2000, nanotimes = 42446


Count of Edges = 6 , Packets = 2000, nanotimes = 25999


Count of Edges = 6 , Packets = 2000, nanotimes = 24756


Count of Edges = 6 , Packets = 2000, nanotimes = 26141


Count of Edges = 6 , Packets = 2000, nanotimes = 24772


Count of Edges = 6 , Packets = 2000, nanotimes = 26301


Count of Edges = 6 , Packets = 2000, nanotimes = 25118

0,012 s/op


Result "simple.Main.measureName":
  0,012 ±(99.9%) 0,001 s/op [Average]
  (min, avg, max) = (0,012, 0,012, 0,012), stdev = 0,001
  CI (99.9%): [0,011, 0,013] (assumes normal distribution)


# JMH version: 1.19
# VM version: JDK 11.0.5, VM 11.0.5+10-b520.30
# VM invoker: C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\jbr\bin\java.exe
# VM options: -javaagent:C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\lib\idea_rt.jar=52662:C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\bin -Dfile.encoding=UTF-8
# Warmup: 3 iterations, 1 s each
# Measurement: 5 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: simple.Main.measureName
# Parameters: (count = 6, maxQueries = 3000)

# Run progress: 19,23% complete, ETA 00:11:31
# Fork: 1 of 1
# Warmup Iteration   1: 
Count of Edges = 6 , Packets = 3000, nanotimes = 75517


Count of Edges = 6 , Packets = 3000, nanotimes = 33172


Count of Edges = 6 , Packets = 3000, nanotimes = 23534


Count of Edges = 6 , Packets = 3000, nanotimes = 26742


Count of Edges = 6 , Packets = 3000, nanotimes = 20706


Count of Edges = 6 , Packets = 3000, nanotimes = 19126


Count of Edges = 6 , Packets = 3000, nanotimes = 21123


Count of Edges = 6 , Packets = 3000, nanotimes = 20724


Count of Edges = 6 , Packets = 3000, nanotimes = 21606


Count of Edges = 6 , Packets = 3000, nanotimes = 22382


Count of Edges = 6 , Packets = 3000, nanotimes = 26415


Count of Edges = 6 , Packets = 3000, nanotimes = 26216


Count of Edges = 6 , Packets = 3000, nanotimes = 24645


Count of Edges = 6 , Packets = 3000, nanotimes = 24351


Count of Edges = 6 , Packets = 3000, nanotimes = 22990


Count of Edges = 6 , Packets = 3000, nanotimes = 25247


Count of Edges = 6 , Packets = 3000, nanotimes = 24292


Count of Edges = 6 , Packets = 3000, nanotimes = 24745


Count of Edges = 6 , Packets = 3000, nanotimes = 27914


Count of Edges = 6 , Packets = 3000, nanotimes = 25850


Count of Edges = 6 , Packets = 3000, nanotimes = 28290


Count of Edges = 6 , Packets = 3000, nanotimes = 26163


Count of Edges = 6 , Packets = 3000, nanotimes = 25586


Count of Edges = 6 , Packets = 3000, nanotimes = 24428


Count of Edges = 6 , Packets = 3000, nanotimes = 32221


Count of Edges = 6 , Packets = 3000, nanotimes = 21401


Count of Edges = 6 , Packets = 3000, nanotimes = 22081


Count of Edges = 6 , Packets = 3000, nanotimes = 23642


Count of Edges = 6 , Packets = 3000, nanotimes = 21694


Count of Edges = 6 , Packets = 3000, nanotimes = 22981


Count of Edges = 6 , Packets = 3000, nanotimes = 20282


Count of Edges = 6 , Packets = 3000, nanotimes = 20806


Count of Edges = 6 , Packets = 3000, nanotimes = 18742


Count of Edges = 6 , Packets = 3000, nanotimes = 19648


Count of Edges = 6 , Packets = 3000, nanotimes = 22249


Count of Edges = 6 , Packets = 3000, nanotimes = 23632


Count of Edges = 6 , Packets = 3000, nanotimes = 21351


Count of Edges = 6 , Packets = 3000, nanotimes = 22613


Count of Edges = 6 , Packets = 3000, nanotimes = 21647


Count of Edges = 6 , Packets = 3000, nanotimes = 21395


Count of Edges = 6 , Packets = 3000, nanotimes = 22612


Count of Edges = 6 , Packets = 3000, nanotimes = 19700


Count of Edges = 6 , Packets = 3000, nanotimes = 20748


Count of Edges = 6 , Packets = 3000, nanotimes = 20565


Count of Edges = 6 , Packets = 3000, nanotimes = 23329


Count of Edges = 6 , Packets = 3000, nanotimes = 22359


Count of Edges = 6 , Packets = 3000, nanotimes = 21573


Count of Edges = 6 , Packets = 3000, nanotimes = 26630


Count of Edges = 6 , Packets = 3000, nanotimes = 21921


Count of Edges = 6 , Packets = 3000, nanotimes = 23460


Count of Edges = 6 , Packets = 3000, nanotimes = 20782


Count of Edges = 6 , Packets = 3000, nanotimes = 22172


Count of Edges = 6 , Packets = 3000, nanotimes = 21764


Count of Edges = 6 , Packets = 3000, nanotimes = 20482

0,018 s/op
# Warmup Iteration   2: 
Count of Edges = 6 , Packets = 3000, nanotimes = 21916


Count of Edges = 6 , Packets = 3000, nanotimes = 20984


Count of Edges = 6 , Packets = 3000, nanotimes = 21702


Count of Edges = 6 , Packets = 3000, nanotimes = 19410


Count of Edges = 6 , Packets = 3000, nanotimes = 21365


Count of Edges = 6 , Packets = 3000, nanotimes = 20757


Count of Edges = 6 , Packets = 3000, nanotimes = 22691


Count of Edges = 6 , Packets = 3000, nanotimes = 22588


Count of Edges = 6 , Packets = 3000, nanotimes = 22646


Count of Edges = 6 , Packets = 3000, nanotimes = 20361


Count of Edges = 6 , Packets = 3000, nanotimes = 19473


Count of Edges = 6 , Packets = 3000, nanotimes = 20149


Count of Edges = 6 , Packets = 3000, nanotimes = 22580


Count of Edges = 6 , Packets = 3000, nanotimes = 21875


Count of Edges = 6 , Packets = 3000, nanotimes = 21400


Count of Edges = 6 , Packets = 3000, nanotimes = 29643


Count of Edges = 6 , Packets = 3000, nanotimes = 19857


Count of Edges = 6 , Packets = 3000, nanotimes = 22002


Count of Edges = 6 , Packets = 3000, nanotimes = 22851


Count of Edges = 6 , Packets = 3000, nanotimes = 18772


Count of Edges = 6 , Packets = 3000, nanotimes = 23448


Count of Edges = 6 , Packets = 3000, nanotimes = 21243


Count of Edges = 6 , Packets = 3000, nanotimes = 21348


Count of Edges = 6 , Packets = 3000, nanotimes = 19772


Count of Edges = 6 , Packets = 3000, nanotimes = 18252


Count of Edges = 6 , Packets = 3000, nanotimes = 22995


Count of Edges = 6 , Packets = 3000, nanotimes = 20246


Count of Edges = 6 , Packets = 3000, nanotimes = 19976


Count of Edges = 6 , Packets = 3000, nanotimes = 21108


Count of Edges = 6 , Packets = 3000, nanotimes = 20280


Count of Edges = 6 , Packets = 3000, nanotimes = 22256


Count of Edges = 6 , Packets = 3000, nanotimes = 19903


Count of Edges = 6 , Packets = 3000, nanotimes = 19540


Count of Edges = 6 , Packets = 3000, nanotimes = 21833


Count of Edges = 6 , Packets = 3000, nanotimes = 21023


Count of Edges = 6 , Packets = 3000, nanotimes = 23853


Count of Edges = 6 , Packets = 3000, nanotimes = 22086


Count of Edges = 6 , Packets = 3000, nanotimes = 20249


Count of Edges = 6 , Packets = 3000, nanotimes = 24008


Count of Edges = 6 , Packets = 3000, nanotimes = 23024


Count of Edges = 6 , Packets = 3000, nanotimes = 22203


Count of Edges = 6 , Packets = 3000, nanotimes = 21407


Count of Edges = 6 , Packets = 3000, nanotimes = 23043


Count of Edges = 6 , Packets = 3000, nanotimes = 23480


Count of Edges = 6 , Packets = 3000, nanotimes = 23780


Count of Edges = 6 , Packets = 3000, nanotimes = 23584


Count of Edges = 6 , Packets = 3000, nanotimes = 21393


Count of Edges = 6 , Packets = 3000, nanotimes = 22206


Count of Edges = 6 , Packets = 3000, nanotimes = 23862


Count of Edges = 6 , Packets = 3000, nanotimes = 21617


Count of Edges = 6 , Packets = 3000, nanotimes = 19962


Count of Edges = 6 , Packets = 3000, nanotimes = 21128


Count of Edges = 6 , Packets = 3000, nanotimes = 21412


Count of Edges = 6 , Packets = 3000, nanotimes = 21542


Count of Edges = 6 , Packets = 3000, nanotimes = 20459


Count of Edges = 6 , Packets = 3000, nanotimes = 21337


Count of Edges = 6 , Packets = 3000, nanotimes = 21864


Count of Edges = 6 , Packets = 3000, nanotimes = 23207


Count of Edges = 6 , Packets = 3000, nanotimes = 21844


Count of Edges = 6 , Packets = 3000, nanotimes = 22203


Count of Edges = 6 , Packets = 3000, nanotimes = 22425

0,016 s/op
# Warmup Iteration   3: 
Count of Edges = 6 , Packets = 3000, nanotimes = 22931


Count of Edges = 6 , Packets = 3000, nanotimes = 20857


Count of Edges = 6 , Packets = 3000, nanotimes = 22458


Count of Edges = 6 , Packets = 3000, nanotimes = 22091


Count of Edges = 6 , Packets = 3000, nanotimes = 20568


Count of Edges = 6 , Packets = 3000, nanotimes = 23018


Count of Edges = 6 , Packets = 3000, nanotimes = 20561


Count of Edges = 6 , Packets = 3000, nanotimes = 21055


Count of Edges = 6 , Packets = 3000, nanotimes = 19458


Count of Edges = 6 , Packets = 3000, nanotimes = 21337


Count of Edges = 6 , Packets = 3000, nanotimes = 23337


Count of Edges = 6 , Packets = 3000, nanotimes = 22226


Count of Edges = 6 , Packets = 3000, nanotimes = 22255


Count of Edges = 6 , Packets = 3000, nanotimes = 21131


Count of Edges = 6 , Packets = 3000, nanotimes = 20289


Count of Edges = 6 , Packets = 3000, nanotimes = 22642


Count of Edges = 6 , Packets = 3000, nanotimes = 22872


Count of Edges = 6 , Packets = 3000, nanotimes = 22700


Count of Edges = 6 , Packets = 3000, nanotimes = 20707


Count of Edges = 6 , Packets = 3000, nanotimes = 21997


Count of Edges = 6 , Packets = 3000, nanotimes = 21815


Count of Edges = 6 , Packets = 3000, nanotimes = 22423


Count of Edges = 6 , Packets = 3000, nanotimes = 20651


Count of Edges = 6 , Packets = 3000, nanotimes = 22410


Count of Edges = 6 , Packets = 3000, nanotimes = 21377


Count of Edges = 6 , Packets = 3000, nanotimes = 23142


Count of Edges = 6 , Packets = 3000, nanotimes = 21894


Count of Edges = 6 , Packets = 3000, nanotimes = 23142


Count of Edges = 6 , Packets = 3000, nanotimes = 23610


Count of Edges = 6 , Packets = 3000, nanotimes = 21671


Count of Edges = 6 , Packets = 3000, nanotimes = 21339


Count of Edges = 6 , Packets = 3000, nanotimes = 22734


Count of Edges = 6 , Packets = 3000, nanotimes = 30464


Count of Edges = 6 , Packets = 3000, nanotimes = 21221


Count of Edges = 6 , Packets = 3000, nanotimes = 22482


Count of Edges = 6 , Packets = 3000, nanotimes = 21934


Count of Edges = 6 , Packets = 3000, nanotimes = 20000


Count of Edges = 6 , Packets = 3000, nanotimes = 21596


Count of Edges = 6 , Packets = 3000, nanotimes = 22022


Count of Edges = 6 , Packets = 3000, nanotimes = 22197


Count of Edges = 6 , Packets = 3000, nanotimes = 24031


Count of Edges = 6 , Packets = 3000, nanotimes = 20416


Count of Edges = 6 , Packets = 3000, nanotimes = 19221


Count of Edges = 6 , Packets = 3000, nanotimes = 21976


Count of Edges = 6 , Packets = 3000, nanotimes = 19342


Count of Edges = 6 , Packets = 3000, nanotimes = 19563


Count of Edges = 6 , Packets = 3000, nanotimes = 24511


Count of Edges = 6 , Packets = 3000, nanotimes = 21019


Count of Edges = 6 , Packets = 3000, nanotimes = 21630


Count of Edges = 6 , Packets = 3000, nanotimes = 23688


Count of Edges = 6 , Packets = 3000, nanotimes = 23398


Count of Edges = 6 , Packets = 3000, nanotimes = 21286


Count of Edges = 6 , Packets = 3000, nanotimes = 21182


Count of Edges = 6 , Packets = 3000, nanotimes = 21682


Count of Edges = 6 , Packets = 3000, nanotimes = 22613


Count of Edges = 6 , Packets = 3000, nanotimes = 23234


Count of Edges = 6 , Packets = 3000, nanotimes = 22126


Count of Edges = 6 , Packets = 3000, nanotimes = 22241


Count of Edges = 6 , Packets = 3000, nanotimes = 18835


Count of Edges = 6 , Packets = 3000, nanotimes = 23740


Count of Edges = 6 , Packets = 3000, nanotimes = 28475

0,016 s/op
Iteration   1: 
Count of Edges = 6 , Packets = 3000, nanotimes = 21375


Count of Edges = 6 , Packets = 3000, nanotimes = 22799


Count of Edges = 6 , Packets = 3000, nanotimes = 24661


Count of Edges = 6 , Packets = 3000, nanotimes = 24449


Count of Edges = 6 , Packets = 3000, nanotimes = 21765


Count of Edges = 6 , Packets = 3000, nanotimes = 20299


Count of Edges = 6 , Packets = 3000, nanotimes = 18772


Count of Edges = 6 , Packets = 3000, nanotimes = 19595


Count of Edges = 6 , Packets = 3000, nanotimes = 18894


Count of Edges = 6 , Packets = 3000, nanotimes = 21032


Count of Edges = 6 , Packets = 3000, nanotimes = 19534


Count of Edges = 6 , Packets = 3000, nanotimes = 20040


Count of Edges = 6 , Packets = 3000, nanotimes = 21899


Count of Edges = 6 , Packets = 3000, nanotimes = 20618


Count of Edges = 6 , Packets = 3000, nanotimes = 22069


Count of Edges = 6 , Packets = 3000, nanotimes = 22562


Count of Edges = 6 , Packets = 3000, nanotimes = 24077


Count of Edges = 6 , Packets = 3000, nanotimes = 21817


Count of Edges = 6 , Packets = 3000, nanotimes = 23058


Count of Edges = 6 , Packets = 3000, nanotimes = 20234


Count of Edges = 6 , Packets = 3000, nanotimes = 20819


Count of Edges = 6 , Packets = 3000, nanotimes = 21240


Count of Edges = 6 , Packets = 3000, nanotimes = 20970


Count of Edges = 6 , Packets = 3000, nanotimes = 19653


Count of Edges = 6 , Packets = 3000, nanotimes = 23412


Count of Edges = 6 , Packets = 3000, nanotimes = 19238


Count of Edges = 6 , Packets = 3000, nanotimes = 30980


Count of Edges = 6 , Packets = 3000, nanotimes = 23911


Count of Edges = 6 , Packets = 3000, nanotimes = 23513


Count of Edges = 6 , Packets = 3000, nanotimes = 25386


Count of Edges = 6 , Packets = 3000, nanotimes = 26590


Count of Edges = 6 , Packets = 3000, nanotimes = 23214


Count of Edges = 6 , Packets = 3000, nanotimes = 22162


Count of Edges = 6 , Packets = 3000, nanotimes = 21422


Count of Edges = 6 , Packets = 3000, nanotimes = 20582


Count of Edges = 6 , Packets = 3000, nanotimes = 21201


Count of Edges = 6 , Packets = 3000, nanotimes = 23398


Count of Edges = 6 , Packets = 3000, nanotimes = 22512


Count of Edges = 6 , Packets = 3000, nanotimes = 20659


Count of Edges = 6 , Packets = 3000, nanotimes = 18724


Count of Edges = 6 , Packets = 3000, nanotimes = 20674


Count of Edges = 6 , Packets = 3000, nanotimes = 21454


Count of Edges = 6 , Packets = 3000, nanotimes = 21215


Count of Edges = 6 , Packets = 3000, nanotimes = 21446


Count of Edges = 6 , Packets = 3000, nanotimes = 20736


Count of Edges = 6 , Packets = 3000, nanotimes = 21713


Count of Edges = 6 , Packets = 3000, nanotimes = 22484


Count of Edges = 6 , Packets = 3000, nanotimes = 21902


Count of Edges = 6 , Packets = 3000, nanotimes = 22394


Count of Edges = 6 , Packets = 3000, nanotimes = 20955


Count of Edges = 6 , Packets = 3000, nanotimes = 19026


Count of Edges = 6 , Packets = 3000, nanotimes = 22749


Count of Edges = 6 , Packets = 3000, nanotimes = 19578


Count of Edges = 6 , Packets = 3000, nanotimes = 21462


Count of Edges = 6 , Packets = 3000, nanotimes = 23092


Count of Edges = 6 , Packets = 3000, nanotimes = 25888


Count of Edges = 6 , Packets = 3000, nanotimes = 22725


Count of Edges = 6 , Packets = 3000, nanotimes = 22742


Count of Edges = 6 , Packets = 3000, nanotimes = 23152


Count of Edges = 6 , Packets = 3000, nanotimes = 20459


Count of Edges = 6 , Packets = 3000, nanotimes = 22270

0,016 s/op
Iteration   2: 
Count of Edges = 6 , Packets = 3000, nanotimes = 22103


Count of Edges = 6 , Packets = 3000, nanotimes = 20654


Count of Edges = 6 , Packets = 3000, nanotimes = 19111


Count of Edges = 6 , Packets = 3000, nanotimes = 20934


Count of Edges = 6 , Packets = 3000, nanotimes = 19178


Count of Edges = 6 , Packets = 3000, nanotimes = 19248


Count of Edges = 6 , Packets = 3000, nanotimes = 21315


Count of Edges = 6 , Packets = 3000, nanotimes = 25299


Count of Edges = 6 , Packets = 3000, nanotimes = 21384


Count of Edges = 6 , Packets = 3000, nanotimes = 23348


Count of Edges = 6 , Packets = 3000, nanotimes = 21490


Count of Edges = 6 , Packets = 3000, nanotimes = 22350


Count of Edges = 6 , Packets = 3000, nanotimes = 20539


Count of Edges = 6 , Packets = 3000, nanotimes = 19229


Count of Edges = 6 , Packets = 3000, nanotimes = 20145


Count of Edges = 6 , Packets = 3000, nanotimes = 22052


Count of Edges = 6 , Packets = 3000, nanotimes = 21143


Count of Edges = 6 , Packets = 3000, nanotimes = 21884


Count of Edges = 6 , Packets = 3000, nanotimes = 22027


Count of Edges = 6 , Packets = 3000, nanotimes = 23248


Count of Edges = 6 , Packets = 3000, nanotimes = 30834


Count of Edges = 6 , Packets = 3000, nanotimes = 24966


Count of Edges = 6 , Packets = 3000, nanotimes = 21669


Count of Edges = 6 , Packets = 3000, nanotimes = 22498


Count of Edges = 6 , Packets = 3000, nanotimes = 26171


Count of Edges = 6 , Packets = 3000, nanotimes = 25538


Count of Edges = 6 , Packets = 3000, nanotimes = 23332


Count of Edges = 6 , Packets = 3000, nanotimes = 21478


Count of Edges = 6 , Packets = 3000, nanotimes = 20235


Count of Edges = 6 , Packets = 3000, nanotimes = 21842


Count of Edges = 6 , Packets = 3000, nanotimes = 22796


Count of Edges = 6 , Packets = 3000, nanotimes = 21249


Count of Edges = 6 , Packets = 3000, nanotimes = 23480


Count of Edges = 6 , Packets = 3000, nanotimes = 21811


Count of Edges = 6 , Packets = 3000, nanotimes = 19733


Count of Edges = 6 , Packets = 3000, nanotimes = 22059


Count of Edges = 6 , Packets = 3000, nanotimes = 20991


Count of Edges = 6 , Packets = 3000, nanotimes = 20289


Count of Edges = 6 , Packets = 3000, nanotimes = 19426


Count of Edges = 6 , Packets = 3000, nanotimes = 20952


Count of Edges = 6 , Packets = 3000, nanotimes = 21736


Count of Edges = 6 , Packets = 3000, nanotimes = 21199


Count of Edges = 6 , Packets = 3000, nanotimes = 23409


Count of Edges = 6 , Packets = 3000, nanotimes = 21565


Count of Edges = 6 , Packets = 3000, nanotimes = 22354


Count of Edges = 6 , Packets = 3000, nanotimes = 21240


Count of Edges = 6 , Packets = 3000, nanotimes = 23063


Count of Edges = 6 , Packets = 3000, nanotimes = 22723


Count of Edges = 6 , Packets = 3000, nanotimes = 31973


Count of Edges = 6 , Packets = 3000, nanotimes = 22863


Count of Edges = 6 , Packets = 3000, nanotimes = 22842


Count of Edges = 6 , Packets = 3000, nanotimes = 22696


Count of Edges = 6 , Packets = 3000, nanotimes = 21538


Count of Edges = 6 , Packets = 3000, nanotimes = 21677


Count of Edges = 6 , Packets = 3000, nanotimes = 25023


Count of Edges = 6 , Packets = 3000, nanotimes = 25166


Count of Edges = 6 , Packets = 3000, nanotimes = 22757


Count of Edges = 6 , Packets = 3000, nanotimes = 22092


Count of Edges = 6 , Packets = 3000, nanotimes = 19997

0,017 s/op
Iteration   3: 
Count of Edges = 6 , Packets = 3000, nanotimes = 21189


