WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
# JMH version: 1.19
# VM version: JDK 11.0.5, VM 11.0.5+10-b520.30
# VM invoker: C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\jbr\bin\java.exe
# VM options: -javaagent:C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\lib\idea_rt.jar=53013:C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\bin -Dfile.encoding=UTF-8
# Warmup: 3 iterations, 1 s each
# Measurement: 5 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: simple.Main.measureName
# Parameters: (count = 4, maxQueries = 1000)

# Run progress: 0,00% complete, ETA 00:10:24
# Fork: 1 of 1
# Warmup Iteration   1: 


Count of Edges = 8 , Packets = 1000, nanotimes = 111294


Count of Edges = 8 , Packets = 1000, nanotimes = 136148


Count of Edges = 8 , Packets = 1000, nanotimes = 150860


Count of Edges = 8 , Packets = 1000, nanotimes = 175766


Count of Edges = 8 , Packets = 1000, nanotimes = 155642


Count of Edges = 8 , Packets = 1000, nanotimes = 163827


Count of Edges = 8 , Packets = 1000, nanotimes = 68337


Count of Edges = 8 , Packets = 1000, nanotimes = 58974


Count of Edges = 8 , Packets = 1000, nanotimes = 70051


Count of Edges = 8 , Packets = 1000, nanotimes = 73955


Count of Edges = 8 , Packets = 1000, nanotimes = 83327


Count of Edges = 8 , Packets = 1000, nanotimes = 147682


Count of Edges = 8 , Packets = 1000, nanotimes = 116386


Count of Edges = 8 , Packets = 1000, nanotimes = 142362


Count of Edges = 8 , Packets = 1000, nanotimes = 166875


Count of Edges = 8 , Packets = 1000, nanotimes = 160112


Count of Edges = 8 , Packets = 1000, nanotimes = 169317


Count of Edges = 8 , Packets = 1000, nanotimes = 86444


Count of Edges = 8 , Packets = 1000, nanotimes = 97529


Count of Edges = 8 , Packets = 1000, nanotimes = 138186

0,020 s/op


Result "simple.Main.measureName":
  0,019 ±(99.9%) 0,004 s/op [Average]
  (min, avg, max) = (0,018, 0,019, 0,020), stdev = 0,001
  CI (99.9%): [0,015, 0,022] (assumes normal distribution)


# JMH version: 1.19
# VM version: JDK 11.0.5, VM 11.0.5+10-b520.30
# VM invoker: C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\jbr\bin\java.exe
# VM options: -javaagent:C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\lib\idea_rt.jar=53013:C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\bin -Dfile.encoding=UTF-8
# Warmup: 3 iterations, 1 s each
# Measurement: 5 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: simple.Main.measureName
# Parameters: (count = 8, maxQueries = 2000)

# Run progress: 34,62% complete, ETA 00:11:25
# Fork: 1 of 1
# Warmup Iteration   1: 
Count of Edges = 8 , Packets = 2000, nanotimes = 101711


Count of Edges = 8 , Packets = 2000, nanotimes = 179648


Count of Edges = 8 , Packets = 2000, nanotimes = 131412


Count of Edges = 8 , Packets = 2000, nanotimes = 180342


Count of Edges = 8 , Packets = 2000, nanotimes = 69986


Count of Edges = 8 , Packets = 2000, nanotimes = 112072


Count of Edges = 8 , Packets = 2000, nanotimes = 115051


Count of Edges = 8 , Packets = 2000, nanotimes = 51998


Count of Edges = 8 , Packets = 2000, nanotimes = 100965


Count of Edges = 8 , Packets = 2000, nanotimes = 84338


Count of Edges = 8 , Packets = 2000, nanotimes = 61941


Count of Edges = 8 , Packets = 2000, nanotimes = 39241


Count of Edges = 8 , Packets = 2000, nanotimes = 39630


Count of Edges = 8 , Packets = 2000, nanotimes = 44888


Count of Edges = 8 , Packets = 2000, nanotimes = 41642


Count of Edges = 8 , Packets = 2000, nanotimes = 47886


Count of Edges = 8 , Packets = 2000, nanotimes = 46030


Count of Edges = 8 , Packets = 2000, nanotimes = 45480


Count of Edges = 8 , Packets = 2000, nanotimes = 45447


Count of Edges = 8 , Packets = 2000, nanotimes = 52005


Count of Edges = 8 , Packets = 2000, nanotimes = 47225


Count of Edges = 8 , Packets = 2000, nanotimes = 58537


Count of Edges = 8 , Packets = 2000, nanotimes = 64027


Count of Edges = 8 , Packets = 2000, nanotimes = 59396


Count of Edges = 8 , Packets = 2000, nanotimes = 56796


Count of Edges = 8 , Packets = 2000, nanotimes = 55377


Count of Edges = 8 , Packets = 2000, nanotimes = 52202


Count of Edges = 8 , Packets = 2000, nanotimes = 51988


Count of Edges = 8 , Packets = 2000, nanotimes = 55504


Count of Edges = 8 , Packets = 2000, nanotimes = 56407


Count of Edges = 8 , Packets = 2000, nanotimes = 55667


Count of Edges = 8 , Packets = 2000, nanotimes = 60476


Count of Edges = 8 , Packets = 2000, nanotimes = 55792


Count of Edges = 8 , Packets = 2000, nanotimes = 59095


Count of Edges = 8 , Packets = 2000, nanotimes = 59337


Count of Edges = 8 , Packets = 2000, nanotimes = 62089


Count of Edges = 8 , Packets = 2000, nanotimes = 51970


Count of Edges = 8 , Packets = 2000, nanotimes = 52850


Count of Edges = 8 , Packets = 2000, nanotimes = 56200


Count of Edges = 8 , Packets = 2000, nanotimes = 46502


Count of Edges = 8 , Packets = 2000, nanotimes = 55692


Count of Edges = 8 , Packets = 2000, nanotimes = 62875


Count of Edges = 8 , Packets = 2000, nanotimes = 61379


Count of Edges = 8 , Packets = 2000, nanotimes = 69135

0,022 s/op
# Warmup Iteration   2: 
Count of Edges = 8 , Packets = 2000, nanotimes = 65650


Count of Edges = 8 , Packets = 2000, nanotimes = 63135


Count of Edges = 8 , Packets = 2000, nanotimes = 62874


Count of Edges = 8 , Packets = 2000, nanotimes = 60632


Count of Edges = 8 , Packets = 2000, nanotimes = 62300


Count of Edges = 8 , Packets = 2000, nanotimes = 58703


Count of Edges = 8 , Packets = 2000, nanotimes = 58522


Count of Edges = 8 , Packets = 2000, nanotimes = 67321


Count of Edges = 8 , Packets = 2000, nanotimes = 63976


Count of Edges = 8 , Packets = 2000, nanotimes = 58952


Count of Edges = 8 , Packets = 2000, nanotimes = 75325


Count of Edges = 8 , Packets = 2000, nanotimes = 131709


Count of Edges = 8 , Packets = 2000, nanotimes = 63520


Count of Edges = 8 , Packets = 2000, nanotimes = 57689


Count of Edges = 8 , Packets = 2000, nanotimes = 56654


Count of Edges = 8 , Packets = 2000, nanotimes = 61878


Count of Edges = 8 , Packets = 2000, nanotimes = 64292


Count of Edges = 8 , Packets = 2000, nanotimes = 64496


Count of Edges = 8 , Packets = 2000, nanotimes = 65758


Count of Edges = 8 , Packets = 2000, nanotimes = 75177


Count of Edges = 8 , Packets = 2000, nanotimes = 72462


Count of Edges = 8 , Packets = 2000, nanotimes = 63835


Count of Edges = 8 , Packets = 2000, nanotimes = 56064


Count of Edges = 8 , Packets = 2000, nanotimes = 65825


Count of Edges = 8 , Packets = 2000, nanotimes = 61382


Count of Edges = 8 , Packets = 2000, nanotimes = 58929


Count of Edges = 8 , Packets = 2000, nanotimes = 55215


Count of Edges = 8 , Packets = 2000, nanotimes = 51899


Count of Edges = 8 , Packets = 2000, nanotimes = 61374


Count of Edges = 8 , Packets = 2000, nanotimes = 65288


Count of Edges = 8 , Packets = 2000, nanotimes = 67395


Count of Edges = 8 , Packets = 2000, nanotimes = 61643


Count of Edges = 8 , Packets = 2000, nanotimes = 65033


Count of Edges = 8 , Packets = 2000, nanotimes = 57802


Count of Edges = 8 , Packets = 2000, nanotimes = 64987


Count of Edges = 8 , Packets = 2000, nanotimes = 64264


Count of Edges = 8 , Packets = 2000, nanotimes = 65480


Count of Edges = 8 , Packets = 2000, nanotimes = 65904


Count of Edges = 8 , Packets = 2000, nanotimes = 63869


Count of Edges = 8 , Packets = 2000, nanotimes = 76699


Count of Edges = 8 , Packets = 2000, nanotimes = 67412


Count of Edges = 8 , Packets = 2000, nanotimes = 68770


Count of Edges = 8 , Packets = 2000, nanotimes = 64601


Count of Edges = 8 , Packets = 2000, nanotimes = 69679


Count of Edges = 8 , Packets = 2000, nanotimes = 44907


Count of Edges = 8 , Packets = 2000, nanotimes = 55577


Count of Edges = 8 , Packets = 2000, nanotimes = 62286


Count of Edges = 8 , Packets = 2000, nanotimes = 66991

0,021 s/op
# Warmup Iteration   3: 
Count of Edges = 8 , Packets = 2000, nanotimes = 60909


Count of Edges = 8 , Packets = 2000, nanotimes = 65685


Count of Edges = 8 , Packets = 2000, nanotimes = 64398


Count of Edges = 8 , Packets = 2000, nanotimes = 68008


Count of Edges = 8 , Packets = 2000, nanotimes = 72834


Count of Edges = 8 , Packets = 2000, nanotimes = 67170


Count of Edges = 8 , Packets = 2000, nanotimes = 64787


Count of Edges = 8 , Packets = 2000, nanotimes = 63801


Count of Edges = 8 , Packets = 2000, nanotimes = 61663


Count of Edges = 8 , Packets = 2000, nanotimes = 63521


Count of Edges = 8 , Packets = 2000, nanotimes = 67132


Count of Edges = 8 , Packets = 2000, nanotimes = 70158


Count of Edges = 8 , Packets = 2000, nanotimes = 71594


Count of Edges = 8 , Packets = 2000, nanotimes = 63890


Count of Edges = 8 , Packets = 2000, nanotimes = 67625


Count of Edges = 8 , Packets = 2000, nanotimes = 62147


Count of Edges = 8 , Packets = 2000, nanotimes = 65540


Count of Edges = 8 , Packets = 2000, nanotimes = 57442


Count of Edges = 8 , Packets = 2000, nanotimes = 59914


Count of Edges = 8 , Packets = 2000, nanotimes = 58908


Count of Edges = 8 , Packets = 2000, nanotimes = 63187


Count of Edges = 8 , Packets = 2000, nanotimes = 65984


Count of Edges = 8 , Packets = 2000, nanotimes = 67537


Count of Edges = 8 , Packets = 2000, nanotimes = 72528


Count of Edges = 8 , Packets = 2000, nanotimes = 67170


Count of Edges = 8 , Packets = 2000, nanotimes = 66564


Count of Edges = 8 , Packets = 2000, nanotimes = 73195


Count of Edges = 8 , Packets = 2000, nanotimes = 67573


Count of Edges = 8 , Packets = 2000, nanotimes = 64670


Count of Edges = 8 , Packets = 2000, nanotimes = 67076


Count of Edges = 8 , Packets = 2000, nanotimes = 63613


Count of Edges = 8 , Packets = 2000, nanotimes = 57382


Count of Edges = 8 , Packets = 2000, nanotimes = 72040


Count of Edges = 8 , Packets = 2000, nanotimes = 81493


Count of Edges = 8 , Packets = 2000, nanotimes = 69389


Count of Edges = 8 , Packets = 2000, nanotimes = 70718


Count of Edges = 8 , Packets = 2000, nanotimes = 63444


Count of Edges = 8 , Packets = 2000, nanotimes = 66852


Count of Edges = 8 , Packets = 2000, nanotimes = 65591


Count of Edges = 8 , Packets = 2000, nanotimes = 62270


Count of Edges = 8 , Packets = 2000, nanotimes = 63263


Count of Edges = 8 , Packets = 2000, nanotimes = 60276


Count of Edges = 8 , Packets = 2000, nanotimes = 70781


Count of Edges = 8 , Packets = 2000, nanotimes = 70898


Count of Edges = 8 , Packets = 2000, nanotimes = 67077


Count of Edges = 8 , Packets = 2000, nanotimes = 71990


Count of Edges = 8 , Packets = 2000, nanotimes = 65022

0,021 s/op
Iteration   1: 
Count of Edges = 8 , Packets = 2000, nanotimes = 60692


Count of Edges = 8 , Packets = 2000, nanotimes = 62152


Count of Edges = 8 , Packets = 2000, nanotimes = 68749


Count of Edges = 8 , Packets = 2000, nanotimes = 70881


Count of Edges = 8 , Packets = 2000, nanotimes = 61406


Count of Edges = 8 , Packets = 2000, nanotimes = 72275


Count of Edges = 8 , Packets = 2000, nanotimes = 69522


Count of Edges = 8 , Packets = 2000, nanotimes = 74550


Count of Edges = 8 , Packets = 2000, nanotimes = 65949


Count of Edges = 8 , Packets = 2000, nanotimes = 67555


Count of Edges = 8 , Packets = 2000, nanotimes = 70088


Count of Edges = 8 , Packets = 2000, nanotimes = 65900


Count of Edges = 8 , Packets = 2000, nanotimes = 68464


Count of Edges = 8 , Packets = 2000, nanotimes = 68539


Count of Edges = 8 , Packets = 2000, nanotimes = 64088


Count of Edges = 8 , Packets = 2000, nanotimes = 64892


Count of Edges = 8 , Packets = 2000, nanotimes = 67415


Count of Edges = 8 , Packets = 2000, nanotimes = 77824


Count of Edges = 8 , Packets = 2000, nanotimes = 65227


Count of Edges = 8 , Packets = 2000, nanotimes = 66484


Count of Edges = 8 , Packets = 2000, nanotimes = 64574


Count of Edges = 8 , Packets = 2000, nanotimes = 51338


Count of Edges = 8 , Packets = 2000, nanotimes = 69218


Count of Edges = 8 , Packets = 2000, nanotimes = 71203


Count of Edges = 8 , Packets = 2000, nanotimes = 61755


Count of Edges = 8 , Packets = 2000, nanotimes = 74908


Count of Edges = 8 , Packets = 2000, nanotimes = 68836


Count of Edges = 8 , Packets = 2000, nanotimes = 67488


Count of Edges = 8 , Packets = 2000, nanotimes = 69180


Count of Edges = 8 , Packets = 2000, nanotimes = 65096


Count of Edges = 8 , Packets = 2000, nanotimes = 61738


Count of Edges = 8 , Packets = 2000, nanotimes = 66985


Count of Edges = 8 , Packets = 2000, nanotimes = 60518


Count of Edges = 8 , Packets = 2000, nanotimes = 65800


Count of Edges = 8 , Packets = 2000, nanotimes = 83472


Count of Edges = 8 , Packets = 2000, nanotimes = 77194


Count of Edges = 8 , Packets = 2000, nanotimes = 72130


Count of Edges = 8 , Packets = 2000, nanotimes = 82503


Count of Edges = 8 , Packets = 2000, nanotimes = 74580


Count of Edges = 8 , Packets = 2000, nanotimes = 69611


Count of Edges = 8 , Packets = 2000, nanotimes = 73021


Count of Edges = 8 , Packets = 2000, nanotimes = 66480


Count of Edges = 8 , Packets = 2000, nanotimes = 67263


Count of Edges = 8 , Packets = 2000, nanotimes = 75493


Count of Edges = 8 , Packets = 2000, nanotimes = 83802


Count of Edges = 8 , Packets = 2000, nanotimes = 74670

0,022 s/op
Iteration   2: 
Count of Edges = 8 , Packets = 2000, nanotimes = 62372


Count of Edges = 8 , Packets = 2000, nanotimes = 75143


Count of Edges = 8 , Packets = 2000, nanotimes = 53920


Count of Edges = 8 , Packets = 2000, nanotimes = 75158


Count of Edges = 8 , Packets = 2000, nanotimes = 69282


Count of Edges = 8 , Packets = 2000, nanotimes = 70547


Count of Edges = 8 , Packets = 2000, nanotimes = 75829


Count of Edges = 8 , Packets = 2000, nanotimes = 87166


Count of Edges = 8 , Packets = 2000, nanotimes = 87811


Count of Edges = 8 , Packets = 2000, nanotimes = 93105


Count of Edges = 8 , Packets = 2000, nanotimes = 95942


Count of Edges = 8 , Packets = 2000, nanotimes = 74715


Count of Edges = 8 , Packets = 2000, nanotimes = 74395


Count of Edges = 8 , Packets = 2000, nanotimes = 86812


Count of Edges = 8 , Packets = 2000, nanotimes = 75611


Count of Edges = 8 , Packets = 2000, nanotimes = 82200


Count of Edges = 8 , Packets = 2000, nanotimes = 98367


Count of Edges = 8 , Packets = 2000, nanotimes = 88201


Count of Edges = 8 , Packets = 2000, nanotimes = 88722


Count of Edges = 8 , Packets = 2000, nanotimes = 80858


Count of Edges = 8 , Packets = 2000, nanotimes = 86215


Count of Edges = 8 , Packets = 2000, nanotimes = 88887


Count of Edges = 8 , Packets = 2000, nanotimes = 82487


Count of Edges = 8 , Packets = 2000, nanotimes = 90974


Count of Edges = 8 , Packets = 2000, nanotimes = 95740


Count of Edges = 8 , Packets = 2000, nanotimes = 99533


Count of Edges = 8 , Packets = 2000, nanotimes = 87415


Count of Edges = 8 , Packets = 2000, nanotimes = 85109


Count of Edges = 8 , Packets = 2000, nanotimes = 78885


Count of Edges = 8 , Packets = 2000, nanotimes = 82932


Count of Edges = 8 , Packets = 2000, nanotimes = 71840


Count of Edges = 8 , Packets = 2000, nanotimes = 103601


Count of Edges = 8 , Packets = 2000, nanotimes = 88656


Count of Edges = 8 , Packets = 2000, nanotimes = 110338


Count of Edges = 8 , Packets = 2000, nanotimes = 100413


Count of Edges = 8 , Packets = 2000, nanotimes = 78315


Count of Edges = 8 , Packets = 2000, nanotimes = 77575


Count of Edges = 8 , Packets = 2000, nanotimes = 86638

0,027 s/op
Iteration   3: 
Count of Edges = 8 , Packets = 2000, nanotimes = 68026


Count of Edges = 8 , Packets = 2000, nanotimes = 117933


Count of Edges = 8 , Packets = 2000, nanotimes = 71165


Count of Edges = 8 , Packets = 2000, nanotimes = 109624


Count of Edges = 8 , Packets = 2000, nanotimes = 99102


Count of Edges = 8 , Packets = 2000, nanotimes = 95906


Count of Edges = 8 , Packets = 2000, nanotimes = 81321


Count of Edges = 8 , Packets = 2000, nanotimes = 86676


Count of Edges = 8 , Packets = 2000, nanotimes = 114692


Count of Edges = 8 , Packets = 2000, nanotimes = 122225


Count of Edges = 8 , Packets = 2000, nanotimes = 99233


Count of Edges = 8 , Packets = 2000, nanotimes = 98698


Count of Edges = 8 , Packets = 2000, nanotimes = 80444


Count of Edges = 8 , Packets = 2000, nanotimes = 85453


Count of Edges = 8 , Packets = 2000, nanotimes = 110800


Count of Edges = 8 , Packets = 2000, nanotimes = 104325


Count of Edges = 8 , Packets = 2000, nanotimes = 127637


Count of Edges = 8 , Packets = 2000, nanotimes = 92488


Count of Edges = 8 , Packets = 2000, nanotimes = 101043


Count of Edges = 8 , Packets = 2000, nanotimes = 107828


Count of Edges = 8 , Packets = 2000, nanotimes = 95451


Count of Edges = 8 , Packets = 2000, nanotimes = 102433


Count of Edges = 8 , Packets = 2000, nanotimes = 97954


Count of Edges = 8 , Packets = 2000, nanotimes = 93868


Count of Edges = 8 , Packets = 2000, nanotimes = 85960


Count of Edges = 8 , Packets = 2000, nanotimes = 88826


Count of Edges = 8 , Packets = 2000, nanotimes = 98552


Count of Edges = 8 , Packets = 2000, nanotimes = 119490


Count of Edges = 8 , Packets = 2000, nanotimes = 140727


Count of Edges = 8 , Packets = 2000, nanotimes = 127080

0,033 s/op
Iteration   4: 
Count of Edges = 8 , Packets = 2000, nanotimes = 99149


Count of Edges = 8 , Packets = 2000, nanotimes = 90601


Count of Edges = 8 , Packets = 2000, nanotimes = 88027


Count of Edges = 8 , Packets = 2000, nanotimes = 139495


Count of Edges = 8 , Packets = 2000, nanotimes = 140455


Count of Edges = 8 , Packets = 2000, nanotimes = 133068


Count of Edges = 8 , Packets = 2000, nanotimes = 92104


Count of Edges = 8 , Packets = 2000, nanotimes = 138180


Count of Edges = 8 , Packets = 2000, nanotimes = 99505


Count of Edges = 8 , Packets = 2000, nanotimes = 107792


Count of Edges = 8 , Packets = 2000, nanotimes = 118926


Count of Edges = 8 , Packets = 2000, nanotimes = 118352


Count of Edges = 8 , Packets = 2000, nanotimes = 97400


Count of Edges = 8 , Packets = 2000, nanotimes = 88889


Count of Edges = 8 , Packets = 2000, nanotimes = 89208


Count of Edges = 8 , Packets = 2000, nanotimes = 142449


Count of Edges = 8 , Packets = 2000, nanotimes = 113429


Count of Edges = 8 , Packets = 2000, nanotimes = 104791


Count of Edges = 8 , Packets = 2000, nanotimes = 101205


Count of Edges = 8 , Packets = 2000, nanotimes = 96406


Count of Edges = 8 , Packets = 2000, nanotimes = 100233


Count of Edges = 8 , Packets = 2000, nanotimes = 137407


Count of Edges = 8 , Packets = 2000, nanotimes = 126293


Count of Edges = 8 , Packets = 2000, nanotimes = 120489


Count of Edges = 8 , Packets = 2000, nanotimes = 137848


Count of Edges = 8 , Packets = 2000, nanotimes = 91247


Count of Edges = 8 , Packets = 2000, nanotimes = 124519

0,037 s/op
Iteration   5: 
Count of Edges = 8 , Packets = 2000, nanotimes = 130146


Count of Edges = 8 , Packets = 2000, nanotimes = 131841


Count of Edges = 8 , Packets = 2000, nanotimes = 112597


Count of Edges = 8 , Packets = 2000, nanotimes = 84699


Count of Edges = 8 , Packets = 2000, nanotimes = 91514


Count of Edges = 8 , Packets = 2000, nanotimes = 119683


Count of Edges = 8 , Packets = 2000, nanotimes = 145111


Count of Edges = 8 , Packets = 2000, nanotimes = 135750


Count of Edges = 8 , Packets = 2000, nanotimes = 96391


Count of Edges = 8 , Packets = 2000, nanotimes = 101881


Count of Edges = 8 , Packets = 2000, nanotimes = 106916


Count of Edges = 8 , Packets = 2000, nanotimes = 140471


Count of Edges = 8 , Packets = 2000, nanotimes = 134132


Count of Edges = 8 , Packets = 2000, nanotimes = 150019


Count of Edges = 8 , Packets = 2000, nanotimes = 115791


Count of Edges = 8 , Packets = 2000, nanotimes = 80271


Count of Edges = 8 , Packets = 2000, nanotimes = 82248


Count of Edges = 8 , Packets = 2000, nanotimes = 90348


Count of Edges = 8 , Packets = 2000, nanotimes = 86048


Count of Edges = 8 , Packets = 2000, nanotimes = 97031


Count of Edges = 8 , Packets = 2000, nanotimes = 95142


Count of Edges = 8 , Packets = 2000, nanotimes = 106270


Count of Edges = 8 , Packets = 2000, nanotimes = 101102


Count of Edges = 8 , Packets = 2000, nanotimes = 95091


Count of Edges = 8 , Packets = 2000, nanotimes = 98570


Count of Edges = 8 , Packets = 2000, nanotimes = 133328


Count of Edges = 8 , Packets = 2000, nanotimes = 152009


Count of Edges = 8 , Packets = 2000, nanotimes = 105098

0,036 s/op


Result "simple.Main.measureName":
  0,031 ±(99.9%) 0,025 s/op [Average]
  (min, avg, max) = (0,022, 0,031, 0,037), stdev = 0,007
  CI (99.9%): [0,006, 0,056] (assumes normal distribution)


# JMH version: 1.19
# VM version: JDK 11.0.5, VM 11.0.5+10-b520.30
# VM invoker: C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\jbr\bin\java.exe
# VM options: -javaagent:C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\lib\idea_rt.jar=53013:C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\bin -Dfile.encoding=UTF-8
# Warmup: 3 iterations, 1 s each
# Measurement: 5 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: simple.Main.measureName
# Parameters: (count = 8, maxQueries = 3000)

# Run progress: 35,90% complete, ETA 00:11:04
# Fork: 1 of 1
# Warmup Iteration   1: 
Count of Edges = 8 , Packets = 3000, nanotimes = 117675


Count of Edges = 8 , Packets = 3000, nanotimes = 138006


Count of Edges = 8 , Packets = 3000, nanotimes = 58417


Count of Edges = 8 , Packets = 3000, nanotimes = 41263


Count of Edges = 8 , Packets = 3000, nanotimes = 42486


Count of Edges = 8 , Packets = 3000, nanotimes = 45974


Count of Edges = 8 , Packets = 3000, nanotimes = 40367


Count of Edges = 8 , Packets = 3000, nanotimes = 45033


Count of Edges = 8 , Packets = 3000, nanotimes = 46535


Count of Edges = 8 , Packets = 3000, nanotimes = 50941


Count of Edges = 8 , Packets = 3000, nanotimes = 41866


Count of Edges = 8 , Packets = 3000, nanotimes = 46469


Count of Edges = 8 , Packets = 3000, nanotimes = 46983


Count of Edges = 8 , Packets = 3000, nanotimes = 42504


Count of Edges = 8 , Packets = 3000, nanotimes = 43245


Count of Edges = 8 , Packets = 3000, nanotimes = 44185


Count of Edges = 8 , Packets = 3000, nanotimes = 59734


Count of Edges = 8 , Packets = 3000, nanotimes = 61846


Count of Edges = 8 , Packets = 3000, nanotimes = 55406


Count of Edges = 8 , Packets = 3000, nanotimes = 63642


Count of Edges = 8 , Packets = 3000, nanotimes = 52177


Count of Edges = 8 , Packets = 3000, nanotimes = 52395


Count of Edges = 8 , Packets = 3000, nanotimes = 58940


Count of Edges = 8 , Packets = 3000, nanotimes = 57328


Count of Edges = 8 , Packets = 3000, nanotimes = 58854


Count of Edges = 8 , Packets = 3000, nanotimes = 62240


Count of Edges = 8 , Packets = 3000, nanotimes = 61918


Count of Edges = 8 , Packets = 3000, nanotimes = 61638


Count of Edges = 8 , Packets = 3000, nanotimes = 54265


Count of Edges = 8 , Packets = 3000, nanotimes = 59734


Count of Edges = 8 , Packets = 3000, nanotimes = 57661


Count of Edges = 8 , Packets = 3000, nanotimes = 55892


Count of Edges = 8 , Packets = 3000, nanotimes = 67678


Count of Edges = 8 , Packets = 3000, nanotimes = 72493


Count of Edges = 8 , Packets = 3000, nanotimes = 66623

0,028 s/op
# Warmup Iteration   2: 
Count of Edges = 8 , Packets = 3000, nanotimes = 44635


Count of Edges = 8 , Packets = 3000, nanotimes = 63769


Count of Edges = 8 , Packets = 3000, nanotimes = 60350


Count of Edges = 8 , Packets = 3000, nanotimes = 53231


Count of Edges = 8 , Packets = 3000, nanotimes = 58229


Count of Edges = 8 , Packets = 3000, nanotimes = 69354


Count of Edges = 8 , Packets = 3000, nanotimes = 64881


Count of Edges = 8 , Packets = 3000, nanotimes = 64142


Count of Edges = 8 , Packets = 3000, nanotimes = 58421


Count of Edges = 8 , Packets = 3000, nanotimes = 63723


Count of Edges = 8 , Packets = 3000, nanotimes = 61272


Count of Edges = 8 , Packets = 3000, nanotimes = 71168


Count of Edges = 8 , Packets = 3000, nanotimes = 66501


Count of Edges = 8 , Packets = 3000, nanotimes = 62877


Count of Edges = 8 , Packets = 3000, nanotimes = 63703


Count of Edges = 8 , Packets = 3000, nanotimes = 59791


Count of Edges = 8 , Packets = 3000, nanotimes = 60071


Count of Edges = 8 , Packets = 3000, nanotimes = 63895


Count of Edges = 8 , Packets = 3000, nanotimes = 65462


Count of Edges = 8 , Packets = 3000, nanotimes = 71456


Count of Edges = 8 , Packets = 3000, nanotimes = 66613


Count of Edges = 8 , Packets = 3000, nanotimes = 64340


Count of Edges = 8 , Packets = 3000, nanotimes = 58379


Count of Edges = 8 , Packets = 3000, nanotimes = 59948


Count of Edges = 8 , Packets = 3000, nanotimes = 58012


Count of Edges = 8 , Packets = 3000, nanotimes = 69982


Count of Edges = 8 , Packets = 3000, nanotimes = 66511


Count of Edges = 8 , Packets = 3000, nanotimes = 71784


Count of Edges = 8 , Packets = 3000, nanotimes = 67295


Count of Edges = 8 , Packets = 3000, nanotimes = 58433


Count of Edges = 8 , Packets = 3000, nanotimes = 66643


Count of Edges = 8 , Packets = 3000, nanotimes = 64537


Count of Edges = 8 , Packets = 3000, nanotimes = 68639

0,030 s/op
# Warmup Iteration   3: 
Count of Edges = 8 , Packets = 3000, nanotimes = 64856


Count of Edges = 8 , Packets = 3000, nanotimes = 70187


Count of Edges = 8 , Packets = 3000, nanotimes = 65220


Count of Edges = 8 , Packets = 3000, nanotimes = 57016


